Rank,Name,Net Worth,Age,Country,Source,Industry
1589.0,Fernando Roberto Moreira Salles,$1.8 B,75.0,Brazil,"banking, minerals",Diversified
1590.0,Frank Slootman,$1.8 B,63.0,United States,software,Technology
1591.0,Chen Xueli,$1.8 B,70.0,China,pharmaceuticals,Healthcare
1592.0,Christopher Goldsbury,$1.8 B,79.0,United States,salsa,Food & Beverage
1593.0,Edward Lampert,$1.8 B,59.0,United States,Sears,Finance & Investments
1594.0,Joao Moreira Salles,$1.8 B,60.0,Brazil,"banking, minerals",Diversified
1595.0,Henry Swieca,$1.8 B,64.0,United States,hedge funds,Finance & Investments
1596.0,Chi Yufeng,$1.8 B,51.0,China,software,Technology
1597.0,Alexandre Grendene Bartelle,$1.8 B,72.0,Brazil,shoes,Fashion & Retail
1598.0,Marc Lasry,$1.8 B,61.0,United States,hedge funds,Finance & Investments
1599.0,Walther Moreira Salles Junior,$1.8 B,65.0,Brazil,"banking, minerals",Finance & Investments
1600.0,Yuequn Tao,$1.8 B,62.0,China,Contact Lens,Fashion & Retail
1601.0,Mark Coombs,$1.8 B,61.0,United Kingdom,finance,Finance & Investments
1602.0,Surjit Kumar Gupta,$1.8 B,80.0,India,electrical equipment,Manufacturing
1603.0,Michiel Le Roux,$1.8 B,72.0,South Africa,banking,Finance & Investments
1604.0,Zugen Ni,$1.8 B,65.0,China,appliances,Manufacturing
1605.0,Robert Toennies,$1.8 B,43.0,Germany,meat processing,Food & Beverage
1606.0,John de Mol,$1.8 B,67.0,Netherlands,TV programs,Media & Entertainment
1607.0,David Hindawi,$1.8 B,77.0,United States,software,Technology
1608.0,Regine Leibinger,$1.8 B,59.0,Germany,machine tools,Manufacturing
1609.0,Mrudula Parekh,$1.8 B,74.0,India,adhesives,Manufacturing
1610.0,Zhenghua Wang,$1.8 B,77.0,China,budget airline,Service
1611.0,Leslie Alexander,$1.8 B,78.0,United States,sports team,Sports
1612.0,Alfredo Egydio Arruda Villela Filho,$1.8 B,52.0,Brazil,banking,Finance & Investments
1613.0,Chengzhong Hu,$1.8 B,61.0,China,manufacturing,Manufacturing
1614.0,Nicola Leibinger-Kammueller,$1.8 B,62.0,Germany,manufacturing,Manufacturing
1615.0,David Paul,$1.8 B,55.0,United States,medical devices,Healthcare
1616.0,Charlotte Colket Weber,$1.8 B,79.0,United States,Campbell Soup,Food & Beverage
1617.0,Sanjit Biswas,$1.7 B,40.0,United States,sensor systems,Technology
1618.0,Donald Foss,$1.7 B,77.0,United States,auto loans,Automotive
1619.0,Li Jianli,$1.7 B,49.0,China,lithium-ion battery cap,Manufacturing
1620.0,Marina Prada,$1.7 B,76.0,Italy,luxury goods,Fashion & Retail
1621.0,Patrizio Vinciarelli,$1.7 B,75.0,United States,electronic components,Technology
1622.0,Gordon Wu,$1.7 B,86.0,Hong Kong,real estate,Real Estate
1623.0,Zhaojiang Zhu,$1.7 B,48.0,China,Smartphones,Manufacturing
1624.0,David Booth,$1.7 B,76.0,United States,mutual funds,Finance & Investments
1625.0,Rolf Gerling,$1.7 B,67.0,Germany,insurance,Finance & Investments
1626.0,Weiwei Li,$1.7 B,45.0,China,online games,Technology
1627.0,M.Satyanarayana Reddy,$1.7 B,64.0,India,pharmaceuticals,Healthcare
1628.0,Mingwang Wang,$1.7 B,54.0,China,electronics components,Manufacturing
1629.0,Wu Xiangdong,$1.7 B,53.0,China,consumer,Food & Beverage
1630.0,Anita Zucker,$1.7 B,70.0,United States,chemicals,Manufacturing
1631.0,Josef Boquoi & family,$1.7 B,88.0,Germany,frozen foods,Food & Beverage
1632.0,G. Gnanalingam,$1.7 B,77.0,Malaysia,ports,Logistics
1633.0,Li Zhigang,$1.7 B,45.0,China,machinery,Manufacturing
1634.0,Rihanna,$1.7 B,34.0,Barbados,"music, cosmetics",Fashion & Retail
1635.0,Wang Yanqing & family,$1.7 B,75.0,China,carbon fiber products,Manufacturing
1636.0,Yao Kuizhang,$1.7 B,57.0,China,beverages,Food & Beverage
1637.0,Saket Burman,$1.7 B,45.0,United Kingdom,consumer goods,Food & Beverage
1638.0,He Zhaoxi,$1.7 B,48.0,China,software,Technology
1639.0,Jimmy John Liautaud,$1.7 B,58.0,United States,sandwich chain,Food & Beverage
1640.0,Arkady Rotenberg,$1.7 B,70.0,Russia,"construction, pipes, banking",Construction & Engineering
1641.0,Lars Wingefors,$1.7 B,45.0,Sweden,video games,Media & Entertainment
1642.0,Vladimir Yevtushenkov,$1.7 B,73.0,Russia,"telecom, investments",Telecom
1643.0,Mingtong Cai,$1.7 B,70.0,China,electronic components,Technology
1644.0,William Heinecke,$1.7 B,72.0,Thailand,hotels,Real Estate
1645.0,Louise Lindh,$1.7 B,42.0,Sweden,investments,Diversified
1646.0,Dieter Schnabel,$1.7 B,76.0,Germany,chemicals,Manufacturing
1647.0,Stephen Winn,$1.7 B,75.0,United States,real estate services,Real Estate
1648.0,Dasheng Yi,$1.7 B,61.0,China,conglomerate,Diversified
1649.0,Chen Yung-tai,$1.7 B,86.0,Taiwan,real estate,Real Estate
1650.0,Huh Jae-myung,$1.7 B,50.0,South Korea,electric components,Manufacturing
1651.0,Lu Di,$1.7 B,,China,drones,Technology
1652.0,Shang Xiaobo & family,$1.7 B,48.0,China,Manufacturing,Manufacturing
1653.0,Yu Lili,$1.7 B,54.0,China,electronic components,Manufacturing
1654.0,Manas Chiaravanond,$1.7 B,,Thailand,diversified,Diversified
1655.0,Tianjiang Jia & family,$1.7 B,59.0,China,non-ferrous metals,Metals & Mining
1656.0,Anand Mahindra,$1.7 B,66.0,India,diversified,Diversified
1657.0,Shao Qinxiang,$1.7 B,67.0,China,diversified,Manufacturing
1658.0,Alan Zekelman,$1.7 B,59.0,Canada,steel,Manufacturing
1659.0,Phongthep Chiaravanont,$1.7 B,70.0,Thailand,diversified,Diversified
1660.0,Michael Jordan,$1.7 B,59.0,United States,"Charlotte Hornets, endorsements",Sports
1661.0,Bruce Mathieson,$1.7 B,78.0,Australia,hotels,Food & Beverage
1662.0,Renate Sick-Glaser,$1.7 B,,Germany,sensor technology,Technology
1663.0,Kaitian Zeng,$1.7 B,47.0,China,online games,Technology
1664.0,Noubar Afeyan,$1.7 B,59.0,United States,biotech,Healthcare
1665.0,Ivan Chrenko,$1.7 B,54.0,Slovakia,real estate,Real Estate
1666.0,Dmitry Kamenshchik,$1.7 B,53.0,Russia,airport,Service
1667.0,Billy Joe (Red) McCombs,$1.7 B,94.0,United States,"real estate, oil, cars, sports",Diversified
1668.0,Basudeo Singh,$1.7 B,81.0,India,pharmaceuticals,Healthcare
1669.0,Zhang Jingzhang & family,$1.7 B,86.0,China,precision machinery,Manufacturing
1670.0,Farkhad Akhmedov,$1.7 B,66.0,Russia,investments,Energy
1671.0,Sol Daurella,$1.7 B,56.0,Spain,Coca-Cola bottler,Food & Beverage
1672.0,Kim Taek-jin,$1.7 B,55.0,South Korea,online games,Media & Entertainment
1673.0,Deepak Mehta,$1.7 B,65.0,India,chemicals,Manufacturing
1674.0,Edward Stack,$1.7 B,67.0,United States,Dick's Sporting Goods,Fashion & Retail
1675.0,Zhang Yubai,$1.7 B,57.0,China,wine,Food & Beverage
1676.0,Marc Andreessen,$1.7 B,50.0,United States,venture capital investing,Finance & Investments
1677.0,Dulce Pugliese de Godoy Bueno,$1.7 B,74.0,Brazil,"hospitals, health care",Healthcare
1678.0,Koo Kwang-mo,$1.7 B,44.0,South Korea,LG,Diversified
1679.0,Mario Moretti Polegato & family,$1.7 B,69.0,Italy,shoes,Fashion & Retail
1680.0,Weijie Sun,$1.7 B,58.0,China,oilfield equipment,Manufacturing
1681.0,Zheng Hong & family,$1.7 B,71.0,China,electronics,Technology
1682.0,John Bicket,$1.7 B,42.0,United States,sensor systems,Technology
1683.0,Norbert Dentressangle,$1.7 B,67.0,France,"transport, logistics",Logistics
1684.0,Anthony Langley,$1.7 B,67.0,United Kingdom,manufacturing,Diversified
1685.0,Alberto Palatchi,$1.7 B,72.0,Spain,wedding dresses,Fashion & Retail
1686.0,Vonnarat Tangkaravakoon,$1.7 B,50.0,Thailand,"wire & cables, paints",Manufacturing
1687.0,Zhong Peifeng,$1.7 B,59.0,United States,semiconductor,Telecom
1688.0,Alex Birkenstock,$1.7 B,53.0,Germany,shoes,Fashion & Retail
1689.0,Dong Jinggui,$1.7 B,52.0,China,electric scooters,Automotive
1690.0,James Leininger,$1.7 B,77.0,United States,medical products,Healthcare
1691.0,Jorge Perez,$1.7 B,72.0,United States,real estate,Real Estate
1692.0,Jan Van Geet,$1.7 B,50.0,Belgium,real estate developer,Real Estate
1693.0,Zhu Yiming,$1.7 B,49.0,China,semiconductors,Technology
1694.0,Christian Birkenstock,$1.7 B,49.0,Germany,shoes,Fashion & Retail
1695.0,Keith Dunleavy & family,$1.7 B,52.0,United States,health IT,Healthcare
1696.0,Li Haiyan,$1.7 B,,China,restaurants,Food & Beverage
1697.0,Alberto Prada,$1.7 B,68.0,Italy,luxury goods,Fashion & Retail
1698.0,Radha Vembu,$1.7 B,49.0,India,business software,Technology
1699.0,Ian Wood & family,$1.7 B,79.0,United Kingdom,energy services,Energy
1700.0,Diao Zhizhong,$1.6 B,58.0,China,software,Technology
1701.0,Hu Kunhui,$1.6 B,31.0,China,biotech,Healthcare
1702.0,Li Denghai,$1.6 B,72.0,China,seed production,Food & Beverage
1703.0,Duncan MacMillan,$1.6 B,84.0,United States,Bloomberg LP,Finance & Investments
1704.0,Andres Santo Domingo,$1.6 B,43.0,United States,beer,Food & Beverage
1705.0,David Teoh,$1.6 B,66.0,Australia,telecom,Telecom
1706.0,Xu Yuejuan,$1.6 B,60.0,China,Petro Fibre,Manufacturing
1707.0,Jamie Dimon,$1.6 B,66.0,United States,banking,Finance & Investments
1708.0,Archie Hwang,$1.6 B,69.0,Taiwan,semiconductors,Technology
1709.0,Li Guoqing,$1.6 B,52.0,China,Petro Fibre,Manufacturing
1710.0,John MacMillan,$1.6 B,72.0,United States,Cargill,Food & Beverage
1711.0,Paul Saville,$1.6 B,66.0,United States,homebuilder,Real Estate
1712.0,Carl Thoma,$1.6 B,73.0,United States,investments,Finance & Investments
1713.0,Yang Tingdong,$1.6 B,61.0,China,brewery,Food & Beverage
1714.0,"Herbert Allen, Jr. & family",$1.6 B,82.0,United States,investment banking,Finance & Investments
1715.0,Gary Fegel,$1.6 B,48.0,Switzerland,"commodities, investments",Metals & Mining
1716.0,Jared Isaacman,$1.6 B,39.0,United States,payment processing,Technology
1717.0,Li Jiaquan,$1.6 B,58.0,China,chemicals,Manufacturing
1718.0,Martha MacMillan,$1.6 B,70.0,United States,Cargill,Food & Beverage
1719.0,Ivan Savvidis,$1.6 B,63.0,Russia,agribusiness,Diversified
1720.0,Ion Tiriac,$1.6 B,82.0,Romania,"banking, insurance",Finance & Investments
1721.0,Yu Peidi,$1.6 B,62.0,Hong Kong,real estate,Real Estate
1722.0,Vasily Anisimov,$1.6 B,70.0,Russia,real estate,Metals & Mining
1723.0,Gao Yunfeng,$1.6 B,55.0,China,industrial lasers,Manufacturing
1724.0,Anurang Jain,$1.6 B,60.0,India,auto parts,Manufacturing
1725.0,Li Rucheng,$1.6 B,70.0,China,apparel,Fashion & Retail
1726.0,William MacMillan,$1.6 B,67.0,United States,Cargill,Food & Beverage
1727.0,Michael Saylor,$1.6 B,57.0,United States,cryptocurrency,Technology
1728.0,Clemens Toennies,$1.6 B,65.0,Germany,meat processing,Food & Beverage
1729.0,Matei Zaharia,$1.6 B,36.0,Romania,data analytics,Technology
1730.0,Mori Arkin,$1.6 B,69.0,Israel,pharmaceuticals,Healthcare
1731.0,Philippe Ginestet & family,$1.6 B,68.0,France,retail stores,Fashion & Retail
1732.0,Jin Lei & family,$1.6 B,67.0,China,medical equipment,Healthcare
1733.0,Li Sze Lim,$1.6 B,65.0,Hong Kong,real estate,Real Estate
1734.0,Terence (Terry) Matthews,$1.6 B,79.0,Canada,telecom,Telecom
1735.0,Gerald Schwartz,$1.6 B,80.0,Canada,finance,Finance & Investments
1736.0,Tran Ba Duong & family,$1.6 B,62.0,Vietnam,automotive,Automotive
1737.0,Zhang Jian,$1.6 B,53.0,China,"electric bikes, scooters",Manufacturing
1738.0,Semahat Sevim Arsel,$1.6 B,93.0,Turkey,diversified,Diversified
1739.0,Sebastian Glaser,$1.6 B,,Germany,sensor technology,Technology
1740.0,Sunjay Kapur,$1.6 B,50.0,United States,auto parts,Automotive
1741.0,Li Yongqing,$1.6 B,57.0,China,Petro Firbe,Manufacturing
1742.0,Kazuo Okada,$1.6 B,79.0,Japan,casinos,Gambling & Casinos
1743.0,Sathien Setthasit,$1.6 B,67.0,Thailand,energy drinks,Food & Beverage
1744.0,Tseng Sing-ai,$1.6 B,,Taiwan,petrochemicals,Manufacturing
1745.0,Keqiang Zhang,$1.6 B,61.0,China,real estate,Real Estate
1746.0,Clifford Asness,$1.6 B,55.0,United States,money management,Finance & Investments
1747.0,Sam Goi,$1.6 B,75.0,Singapore,frozen foods,Food & Beverage
1748.0,Richard Kayne,$1.6 B,76.0,United States,investments,Finance & Investments
1749.0,Lim Wee Chai,$1.6 B,64.0,Malaysia,rubber gloves,Manufacturing
1750.0,Tomas Olivo Lopez,$1.6 B,48.0,Spain,shopping centers,Real Estate
1751.0,Niraj Shah,$1.6 B,48.0,United States,online retail,Technology
1752.0,Tung Ching Bor,$1.6 B,59.0,China,manufacturing,Manufacturing
1753.0,Zheng Jianjiang & family,$1.6 B,61.0,China,electrical equipment,Manufacturing
1754.0,Louis Bacon,$1.6 B,65.0,United States,hedge funds,Finance & Investments
1755.0,Lance Gokongwei,$1.6 B,54.0,Philippines,diversified,Diversified
1756.0,Randal J. Kirk,$1.6 B,68.0,United States,pharmaceuticals,Healthcare
1757.0,Liu Aisen & family,$1.6 B,49.0,China,building materials,Construction & Engineering
1758.0,Jorge Pinheiro Koren de Lima,$1.6 B,49.0,Brazil,"hospitals, health insurance",Healthcare
1759.0,Keiichi Shibahara,$1.6 B,57.0,Japan,healthcare,Healthcare
1760.0,Tung Ching Sai,$1.6 B,57.0,China,manufacturing,Manufacturing
1761.0,Zhong Sheng Jian,$1.6 B,64.0,Singapore,real estate,Real Estate
1762.0,Hari Bhartia,$1.6 B,65.0,India,diversified,Diversified
1763.0,Sergei Gordeev,$1.6 B,49.0,Russia,real estate,Real Estate
1764.0,Jim Koch,$1.6 B,72.0,United States,beer,Food & Beverage
1765.0,Liu Ming Chung,$1.6 B,59.0,Brazil,paper,Manufacturing
1766.0,Candido Pinheiro Koren de Lima Junior,$1.6 B,51.0,Brazil,"hospitals, health insurance",Healthcare
1767.0,Evgeny (Eugene) Shvidler,$1.6 B,58.0,United States,"oil & gas, investments",Energy
1768.0,Scott Watterson,$1.6 B,66.0,United States,fitness equipment,Technology
1769.0,Shyam Bhartia,$1.6 B,69.0,India,"pharmaceuticals, food",Healthcare
1770.0,Bill Gross,$1.6 B,77.0,United States,investments,Finance & Investments
1771.0,William Koch,$1.6 B,81.0,United States,"oil, investments",Energy
1772.0,Vincent Lo,$1.6 B,73.0,Hong Kong,real estate,Real Estate
1773.0,Qian Ying,$1.6 B,56.0,China,pig breeding,Food & Beverage
1774.0,Ryan Smith,$1.6 B,43.0,United States,cloud computing,Technology
1775.0,Wei Ing-Chou,$1.6 B,68.0,Taiwan,"food, beverages",Food & Beverage
1776.0,Amit Burman,$1.6 B,52.0,India,consumer goods,Food & Beverage
1777.0,Sue Gross,$1.6 B,72.0,United States,investments,Finance & Investments
1778.0,Kagemasa Kozuki,$1.6 B,81.0,Japan,video games,Technology
1779.0,Brandt Louie,$1.6 B,78.0,Canada,drugstores,Food & Beverage
1780.0,Ren Jinsheng & family,$1.6 B,59.0,China,pharmaceutical,Healthcare
1781.0,Peter Sperling,$1.6 B,62.0,United States,education,Service
1782.0,Wei Yin-Chun,$1.6 B,65.0,Taiwan,"food, beverages",Food & Beverage
1783.0,Chen Shibin,$1.6 B,55.0,China,quartz products,Manufacturing
1784.0,Patrick Hanrahan,$1.6 B,66.0,United States,software,Technology
1785.0,Arvind Lal,$1.6 B,72.0,India,medical diagnostics,Healthcare
1786.0,Catherine Lozick,$1.6 B,76.0,United States,valve manufacturing,Manufacturing
1787.0,Brian Roberts,$1.6 B,62.0,United States,Comcast,Media & Entertainment
1788.0,Ion Stoica,$1.6 B,57.0,Romania,data analytics,Technology
1789.0,Wei Ying-Chiao,$1.6 B,67.0,Taiwan,"food, beverages",Food & Beverage
1790.0,Robert Clark,$1.6 B,63.0,United States,construction,Construction & Engineering
1791.0,Ilkka Herlin,$1.6 B,63.0,Finland,"elevators, escalators",Manufacturing
1792.0,Theodore Leonsis,$1.6 B,66.0,United States,sports teams,Sports
1793.0,Lv Jianming,$1.6 B,57.0,Hong Kong,medical equipment,Healthcare
1794.0,George Sakellaris,$1.6 B,75.0,United States,energy services,Energy
1795.0,Lili Tan,$1.6 B,,China,feed,Food & Beverage
1796.0,Kie Chie Wong,$1.6 B,74.0,Malaysia,investments,Metals & Mining
1797.0,Ana Lucia de Mattos Barretto Villela,$1.6 B,48.0,Brazil,banking,Finance & Investments
1798.0,Asok Kumar Hiranandani,$1.6 B,67.0,Singapore,real estate,Real Estate
1799.0,David Xueling Li,$1.6 B,49.0,China,live streaming service,Technology
1800.0,"Cargill MacMillan, III.",$1.6 B,62.0,United States,Cargill,Food & Beverage
1801.0,Sheryl Sandberg,$1.6 B,52.0,United States,Facebook,Technology
1802.0,Tan Yu Yeh,$1.6 B,51.0,Malaysia,retail,Fashion & Retail
1803.0,Xu Guozhong & family,$1.6 B,58.0,China,Motors,Manufacturing
1804.0,Sharon Azrieli,$1.5 B,61.0,Canada,Real estate,Real Estate
1805.0,Xianbao Chen & family,$1.5 B,62.0,China,food,Food & Beverage
1806.0,Henry Engelhardt,$1.5 B,64.0,United States,insurance,Finance & Investments
1807.0,Balkrishan Goenka,$1.5 B,55.0,India,textiles,Manufacturing
1808.0,Jin Xin,$1.5 B,55.0,China,manufacturing,Manufacturing
1809.0,Seth Klarman,$1.5 B,64.0,United States,investments,Finance & Investments
1810.0,Li Ming,$1.5 B,,China,investments,Finance & Investments
1811.0,Jonathan Oringer,$1.5 B,47.0,United States,stock photos,Technology
1812.0,Christopher Rokos,$1.5 B,51.0,United Kingdom,hedge fund,Finance & Investments
1813.0,Thomas von Koch,$1.5 B,56.0,Sweden,asset management,Finance & Investments
1814.0,Lesley Bamberger,$1.5 B,56.0,Netherlands,real estate,Real Estate
1815.0,Chung Yong-jin,$1.5 B,53.0,South Korea,retail,Fashion & Retail
1816.0,Ali Erdemoglu,$1.5 B,62.0,Turkey,carpet,Manufacturing
1817.0,Esther Grether,$1.5 B,86.0,Switzerland,art collection,Fashion & Retail
1818.0,Conni Jonsson,$1.5 B,61.0,Sweden,asset management,Finance & Investments
1819.0,Mustafa Rahmi Koc,$1.5 B,91.0,Turkey,diversified,Diversified
1820.0,Li Zhen & family,$1.5 B,58.0,China,lithium batteries,Manufacturing
1821.0,Niti Osathanugrah,$1.5 B,48.0,Thailand,"energy drinks,investments",Finance & Investments
1822.0,Fayez Sarofim,$1.5 B,93.0,United States,money management,Finance & Investments
1823.0,Junjin Wang,$1.5 B,53.0,China,airline,Service
1824.0,Bernhard Braun-Luedicke,$1.5 B,45.0,Germany,medical technology,Healthcare
1825.0,Steve Conine,$1.5 B,49.0,United States,online retail,Technology
1826.0,Eduardo Eurnekian,$1.5 B,89.0,Argentina,"airports, investments",Diversified
1827.0,Gu Wei,$1.5 B,57.0,China,consumer electronics,Manufacturing
1828.0,Jenny Just,$1.5 B,54.0,United States,fintech,Finance & Investments
1829.0,Pyotr Kondrashev,$1.5 B,72.0,Russia,investments,Manufacturing
1830.0,Rongfu Lu,$1.5 B,51.0,China,telecommunication,Telecom
1831.0,Dragos Paval,$1.5 B,55.0,Romania,retail,Fashion & Retail
1832.0,Antonio Luiz Seabra,$1.5 B,79.0,Brazil,cosmetics,Fashion & Retail
1833.0,Wang Zelong,$1.5 B,25.0,China,chemicals,Metals & Mining
1834.0,Eva Maria Braun-Luedicke,$1.5 B,35.0,Germany,medical technology,Healthcare
1835.0,Eduardo Costantini,$1.5 B,75.0,Argentina,real estate,Real Estate
1836.0,John Farber,$1.5 B,96.0,United States,chemicals,Manufacturing
1837.0,Torstein Hagen,$1.5 B,79.0,Norway,cruises,Service
1838.0,Ke Xiping & family,$1.5 B,61.0,China,investments,Diversified
1839.0,Kong Jian Min,$1.5 B,54.0,China,real estate,Real Estate
1840.0,Rafique Malik,$1.5 B,71.0,India,footwear,Fashion & Retail
1841.0,Zach Perret,$1.5 B,34.0,United States,fintech,Finance & Investments
1842.0,Amnon Shashua,$1.5 B,61.0,Israel,automotive technology,Automotive
1843.0,Myron Wentz,$1.5 B,82.0,St. Kitts and Nevis,health products,Fashion & Retail
1844.0,Ana Maria Brescia Cafferata,$1.5 B,97.0,Peru,"mining, banking",Diversified
1845.0,Wenjun Dai,$1.5 B,53.0,China,food,Food & Beverage
1846.0,Clement Fayat & family,$1.5 B,90.0,France,construction,Construction & Engineering
1847.0,Kenneth Hao,$1.5 B,53.0,United States,private equity,Finance & Investments
1848.0,Ke Zunhong & family,$1.5 B,67.0,China,pharmaceuticals,Healthcare
1849.0,Hemendra Kothari,$1.5 B,75.0,India,financial services,Finance & Investments
1850.0,Youssef Mansour,$1.5 B,76.0,Egypt,diversified,Diversified
1851.0,Karl-Johan Persson,$1.5 B,47.0,Sweden,H&M,Fashion & Retail
1852.0,Yuri Shefler,$1.5 B,54.0,Russia,alcohol,Food & Beverage
1853.0,Kaiting Wu,$1.5 B,52.0,Hong Kong,electronics,Telecom
1854.0,Nikolai Buinov,$1.5 B,54.0,Russia,"oil, gas",Energy
1855.0,Bharat Desai,$1.5 B,69.0,United States,IT consulting,Technology
1856.0,Daniel Feffer,$1.5 B,62.0,Brazil,pulp and paper,Manufacturing
1857.0,He Zhiping,$1.5 B,58.0,China,investments,Finance & Investments
1858.0,Eduard Kucera,$1.5 B,69.0,Czechia,software,Technology
1859.0,Mao Lixiang & family,$1.5 B,81.0,China,cooking appliances,Technology
1860.0,Markus Persson,$1.5 B,42.0,Sweden,computer games,Media & Entertainment
1861.0,Mikhail Shelkov,$1.5 B,53.0,Russia,titanium,Metals & Mining
1862.0,Xiong Wu,$1.5 B,46.0,China,software,Technology
1863.0,Paolo Bulgari,$1.5 B,84.0,Italy,luxury goods,Fashion & Retail
1864.0,Mohammed Dewji,$1.5 B,46.0,Tanzania,diversified,Diversified
1865.0,David Feffer,$1.5 B,65.0,Brazil,pulp and paper,Manufacturing
1866.0,Timothy Headington,$1.5 B,71.0,United States,"oil & gas, investments",Energy
1867.0,Christopher Kwok,$1.5 B,36.0,Hong Kong,real estate,Real Estate
1868.0,David McMurtry,$1.5 B,81.0,United Kingdom,manufacturing,Manufacturing
1869.0,Tom Persson,$1.5 B,37.0,Sweden,H&M,Fashion & Retail
1870.0,Charlotte Soderstrom,$1.5 B,45.0,Sweden,H&M,Fashion & Retail
1871.0,Xu Wanmao,$1.5 B,77.0,China,education,Service
1872.0,Andres Bzurovski Bay,$1.5 B,44.0,Uruguay,fintech,Finance & Investments
1873.0,Mathias Doepfner,$1.5 B,59.0,Germany,media,Media & Entertainment
